Chest Type,ItemStack,Item Display Name,Item ID,Weight
strongholdCrossing,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,1
strongholdCrossing,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,1
strongholdCrossing,1xic2.itemOreIridium@0,Iridium Ore,IC2:itemOreIridium,1
strongholdCrossing,1xic2.itemShardIridium@0,Iridium Shard,IC2:itemShardIridium,4
strongholdCrossing,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
strongholdCrossing,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
strongholdCrossing,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
strongholdCrossing,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
strongholdCrossing,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
strongholdCrossing,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
strongholdCrossing,1xitem.railcraft.ingot@1,Copper Ingot,Railcraft:ingot,9
strongholdCrossing,1xitem.railcraft.ingot@2,Tin Ingot,Railcraft:ingot,8
strongholdCrossing,1xitem.runes@17,Infinity Orb,arsmagica2:rune,3
strongholdCrossing,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
strongholdCrossing,1xtile.flowers@3,Glowflower,BiomesOPlenty:flowers,25
strongholdCrossing,1xtile.flowers@2,Deathbloom,BiomesOPlenty:flowers,25
strongholdCrossing,1xitem.railcraft.tool.steel.sword@0,Steel Sword,Railcraft:tool.steel.sword,5
strongholdCrossing,1xitem.railcraft.armor.steel.helmet@0,Steel Helmet,Railcraft:armor.steel.helmet,5
strongholdCrossing,1xitem.railcraft.armor.steel.plate@0,Steel Chestplate,Railcraft:armor.steel.plate,5
strongholdCrossing,1xitem.railcraft.armor.steel.legs@0,Steel Leggings,Railcraft:armor.steel.legs,5
strongholdCrossing,1xitem.railcraft.armor.steel.boots@0,Steel Boots,Railcraft:armor.steel.boots,5
strongholdCrossing,1xitem.etfuturum.beetroot_seeds@0,Beetroot Seeds,etfuturum:beetroot_seeds,5
strongholdCrossing,1xitem.grc.hops@0,Hops,Growthcraft|Hops:grc.hops,10
strongholdCrossing,1xitem.fishAndRicecake@0,Fish and a Ricecake,NuclearCraft:fishAndRicecake,4
strongholdCrossing,1xitem.toughAlloyPaxel@0,Tough Alloy Spaxeloe,NuclearCraft:toughAlloyPaxel,2
strongholdCrossing,1xitem.dUPaxel@0,Depleted Uranium Spaxeloe,NuclearCraft:dUPaxel,2
strongholdCrossing,1xtile.AmRTG@0,Americium RTG,NuclearCraft:AmRTG,2
strongholdCrossing,1xitem.null@9,Advanced Plating,NuclearCraft:parts,2
strongholdCrossing,1xitem.recordPractice@0,NuclearCraft Music Disc,NuclearCraft:recordPractice,4
strongholdCrossing,1xitem.recordArea51@0,NuclearCraft Music Disc,NuclearCraft:recordArea51,4
strongholdCrossing,1xitem.recordNeighborhood@0,NuclearCraft Music Disc,NuclearCraft:recordNeighborhood,4
strongholdCrossing,1xitem.null@16,Bronze Bearing,NuclearCraft:parts,8
strongholdCrossing,1xitem.null@17,Magnesium Diboride Wiring,NuclearCraft:parts,8
strongholdCrossing,1xitem.null@0,Basic Plating,NuclearCraft:parts,8
strongholdCrossing,1xitem.null@4,Universal Reactant,NuclearCraft:parts,8
strongholdCrossing,1xitem.ImmersiveEngineering.metal@33,Lead Plate,ImmersiveEngineering:metal,8
strongholdCrossing,1xitem.grc.grapes@0,Grapes,Growthcraft|Grapes:grc.grapes,10
strongholdCrossing,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
strongholdCrossing,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
strongholdCrossing,1xitem.weaponcase@0,Weapon Case: First Edition,weaponcaseloot:item.weaponcase,3
strongholdCrossing,1xitem.weaponcase@1,Weapon Case: Second Edition,weaponcaseloot:item.weaponcase,3
strongholdCrossing,1xitem.weaponcase@2,Weapon Case: Bows,weaponcaseloot:item.weaponcase,3
strongholdCrossing,1xitem.weaponcase@3,Weapon Case: Baubles Rings,weaponcaseloot:item.weaponcase,3
strongholdCrossing,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,4
strongholdCrossing,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,4
strongholdCrossing,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,4
strongholdCrossing,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,3
strongholdCrossing,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,3
strongholdCrossing,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,3
strongholdCrossing,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,3
strongholdCrossing,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,3
strongholdCrossing,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
strongholdCrossing,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
strongholdCrossing,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
strongholdCrossing,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
strongholdCrossing,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
strongholdCrossing,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
strongholdCrossing,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
strongholdCrossing,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
strongholdCrossing,1xitem.baubleEnderDisjunction@1,Lesser Ring of Ender Disjunction,Automagy:baubleEnderDisjunction,1
strongholdCrossing,1xitem.phialExtra@0,Phial of Enchanter's Concentrate,Automagy:phialExtra,3
strongholdCrossing,1xitem.extrautils:divisionSigil@0,Division Sigil,ExtraUtilities:divisionSigil,4
strongholdCrossing,1xgt.metaitem.02@32137,Holy Water,gregtech:gt.metaitem.02,6
strongholdCrossing,1xgt.metaitem.01@32765,Mc Guffium 239,gregtech:gt.metaitem.01,10
strongholdCrossing,1xgt.metaitem.03@1335,Crate of Damascus Steel Ingot,gregtech:gt.metaitem.03,6
strongholdCrossing,1xgt.metaitem.03@1305,Crate of Steel Ingot,gregtech:gt.metaitem.03,12
strongholdCrossing,1xgt.metaitem.03@1300,Crate of Bronze Ingot,gregtech:gt.metaitem.03,12
strongholdCrossing,1xgt.metaitem.03@1031,Crate of Manganese Ingot,gregtech:gt.metaitem.03,12
strongholdCrossing,1xgt.metaitem.03@67,Crate of Neodymium Dust,gregtech:gt.metaitem.03,6
strongholdCrossing,1xgt.metaitem.03@30,Crate of Chrome Dust,gregtech:gt.metaitem.03,6
strongholdLibrary,1xitem.book@0,Book,minecraft:book,20
strongholdLibrary,1xitem.paper@0,Paper,minecraft:paper,20
strongholdLibrary,1xitem.emptyMap@0,Empty Map,minecraft:map,1
strongholdLibrary,1xitem.compass@0,Compass,minecraft:compass,1
strongholdLibrary,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,2
strongholdLibrary,1xitem.runes@17,Infinity Orb,arsmagica2:rune,5
strongholdLibrary,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
strongholdLibrary,1xitem.runes@19,Infinity Orb,arsmagica2:rune,6
strongholdLibrary,1xitem.etfuturum.beetroot_seeds@0,Beetroot Seeds,etfuturum:beetroot_seeds,5
strongholdLibrary,1xitem.frameOblivion@0,Oblivion Frame,MagicBees:frameOblivion,23
strongholdLibrary,1xitem.dominoes@0,Domino's Special,NuclearCraft:dominoes,6
strongholdLibrary,1xitem.ricecake@0,Ricecake (without Fish),NuclearCraft:ricecake,6
strongholdLibrary,1xitem.null@46,Plutonium RTG Capsule,NuclearCraft:fuel,6
strongholdLibrary,1xitem.null@75,Liquid Helium-4 Cell,NuclearCraft:fuel,14
strongholdLibrary,1xtile.RTG@0,Plutonium RTG,NuclearCraft:RTG,2
strongholdLibrary,1xitem.null@49,Proton Capsule,NuclearCraft:fuel,2
strongholdLibrary,1xitem.null@50,Electron Capsule,NuclearCraft:fuel,2
strongholdLibrary,1xitem.null@47,Neutron Capsule,NuclearCraft:fuel,2
strongholdLibrary,1xitem.recordPractice@0,NuclearCraft Music Disc,NuclearCraft:recordPractice,2
strongholdLibrary,1xitem.recordArea51@0,NuclearCraft Music Disc,NuclearCraft:recordArea51,2
strongholdLibrary,1xitem.recordNeighborhood@0,NuclearCraft Music Disc,NuclearCraft:recordNeighborhood,2
strongholdLibrary,1xtile.simpleQuantumUp@0,Spin 1/2 Block,NuclearCraft:simpleQuantumUp,2
strongholdLibrary,1xitem.dUHelm@0,Depleted Uranium Helmet,NuclearCraft:dUHelm,2
strongholdLibrary,1xitem.dUChest@0,Depleted Uranium Chestplate,NuclearCraft:dUChest,2
strongholdLibrary,1xitem.dULegs@0,Depleted Uranium Leggings,NuclearCraft:dULegs,2
strongholdLibrary,1xitem.dUBoots@0,Depleted Uranium Boots,NuclearCraft:dUBoots,2
strongholdLibrary,1xtile.mfr.rubberwood.sapling@3,Sacred Rubber Sapling,MineFactoryReloaded:rubberwood.sapling,1
strongholdLibrary,1xitem.oc.multi@4,Floppy Disk,OpenComputers:item,5
strongholdLibrary,1xitem.ImmersiveEngineering.blueprint@2,Super Special BluPrintz,ImmersiveEngineering:blueprint,10
strongholdLibrary,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
strongholdLibrary,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
strongholdLibrary,1xitem.TravellersGear.simpleGear@6,Title Scroll,TravellersGear:simpleGear,8
strongholdLibrary,1xitem.weaponcase@0,Weapon Case: First Edition,weaponcaseloot:item.weaponcase,3
strongholdLibrary,1xitem.weaponcase@1,Weapon Case: Second Edition,weaponcaseloot:item.weaponcase,3
strongholdLibrary,1xitem.weaponcase@2,Weapon Case: Bows,weaponcaseloot:item.weaponcase,3
strongholdLibrary,1xitem.weaponcase@3,Weapon Case: Baubles Rings,weaponcaseloot:item.weaponcase,3
strongholdLibrary,1xitem.InfiTool.Broadsword@0,Broadsword,TConstruct:broadsword,2
strongholdLibrary,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,4
strongholdLibrary,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,4
strongholdLibrary,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,4
strongholdLibrary,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,3
strongholdLibrary,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,3
strongholdLibrary,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,3
strongholdLibrary,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,3
strongholdLibrary,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,3
strongholdLibrary,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,20
strongholdLibrary,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
strongholdLibrary,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
strongholdLibrary,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
strongholdLibrary,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
strongholdLibrary,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
strongholdLibrary,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
strongholdLibrary,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
strongholdLibrary,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
strongholdLibrary,1xitem.baubleEnderDisjunction@1,Lesser Ring of Ender Disjunction,Automagy:baubleEnderDisjunction,1
strongholdLibrary,1xitem.phialExtra@0,Phial of Enchanter's Concentrate,Automagy:phialExtra,3
strongholdLibrary,1xitem.iguana.tcon.wearable@3,Bat Hat,IguanaTweaksTConstruct:wearableBucket,1
towerChestContents,1xitem.WG_Material@8,Gemcutter's Tools,WitchingGadgets:item.WG_Material,8
villageBlacksmith,1xitem.diamond@0,Diamond,minecraft:diamond,3
villageBlacksmith,1xitem.ingotIron@0,Iron Ingot,minecraft:iron_ingot,10
villageBlacksmith,1xitem.ingotGold@0,Gold Ingot,minecraft:gold_ingot,5
villageBlacksmith,1xitem.bread@0,Bread,minecraft:bread,15
villageBlacksmith,1xitem.apple@0,Apple,minecraft:apple,15
villageBlacksmith,1xitem.pickaxeIron@0,Iron Pickaxe,minecraft:iron_pickaxe,5
villageBlacksmith,1xitem.swordIron@0,Iron Sword,minecraft:iron_sword,5
villageBlacksmith,1xitem.chestplateIron@0,Iron Chestplate,minecraft:iron_chestplate,5
villageBlacksmith,1xitem.helmetIron@0,Iron Helmet,minecraft:iron_helmet,5
villageBlacksmith,1xitem.leggingsIron@0,Iron Leggings,minecraft:iron_leggings,5
villageBlacksmith,1xitem.bootsIron@0,Iron Boots,minecraft:iron_boots,5
villageBlacksmith,1xtile.obsidian@0,Obsidian,minecraft:obsidian,5
villageBlacksmith,1xtile.sapling@0,Oak Sapling,minecraft:sapling,5
villageBlacksmith,1xitem.saddle@0,Saddle,minecraft:saddle,3
villageBlacksmith,1xitem.horsearmormetal@0,Iron Horse Armor,minecraft:iron_horse_armor,1
villageBlacksmith,1xitem.horsearmorgold@0,Gold Horse Armor,minecraft:golden_horse_armor,1
villageBlacksmith,1xitem.horsearmordiamond@0,Diamond Horse Armor,minecraft:diamond_horse_armor,1
villageBlacksmith,1xgt.metaitem.01@11300,Bronze Ingot,gregtech:gt.metaitem.01,5
villageBlacksmith,1xic2.itemShardIridium@0,Iridium Shard,IC2:itemShardIridium,4
villageBlacksmith,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
villageBlacksmith,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
villageBlacksmith,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
villageBlacksmith,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
villageBlacksmith,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
villageBlacksmith,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
villageBlacksmith,1xitem.railcraft.ingot@1,Copper Ingot,Railcraft:ingot,9
villageBlacksmith,1xitem.railcraft.ingot@2,Tin Ingot,Railcraft:ingot,8
villageBlacksmith,1xic2.blockRubSapling@0,Rubber Tree Sapling,IC2:blockRubSapling,4
villageBlacksmith,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,6
villageBlacksmith,1xtile.plants@5,Thorns,BiomesOPlenty:plants,25
villageBlacksmith,1xitem.misc@1,Pile of Ashes,BiomesOPlenty:misc,25
villageBlacksmith,1xitem.wadingBoots@0,Wading Boots,BiomesOPlenty:wadingBoots,5
villageBlacksmith,1xitem.flippers@0,Flippers,BiomesOPlenty:flippers,5
villageBlacksmith,1xitem.railcraft.tool.crowbar@0,Crowbar,Railcraft:tool.crowbar,10
villageBlacksmith,1xitem.railcraft.tool.steel.shears@0,Steel Shears,Railcraft:tool.steel.shears,5
villageBlacksmith,1xitem.railcraft.tool.steel.sword@0,Steel Sword,Railcraft:tool.steel.sword,5
villageBlacksmith,1xitem.railcraft.tool.steel.shovel@0,Steel Shovel,Railcraft:tool.steel.shovel,5
villageBlacksmith,1xitem.railcraft.tool.steel.pickaxe@0,Steel Pickaxe,Railcraft:tool.steel.pickaxe,5
villageBlacksmith,1xitem.railcraft.tool.steel.axe@0,Steel Axe,Railcraft:tool.steel.axe,5
villageBlacksmith,1xitem.railcraft.armor.steel.helmet@0,Steel Helmet,Railcraft:armor.steel.helmet,5
villageBlacksmith,1xitem.railcraft.armor.steel.plate@0,Steel Chestplate,Railcraft:armor.steel.plate,5
villageBlacksmith,1xitem.railcraft.armor.steel.legs@0,Steel Leggings,Railcraft:armor.steel.legs,5
villageBlacksmith,1xitem.railcraft.armor.steel.boots@0,Steel Boots,Railcraft:armor.steel.boots,5
villageBlacksmith,1xitem.ImmersiveEngineering.metal@7,Steel Ingot,ImmersiveEngineering:metal,10
villageBlacksmith,1xitem.railcraft.fuel.coke@0,Coal Coke,Railcraft:fuel.coke,20
villageBlacksmith,1xtile.railcraft.cube@2,Block of Steel,Railcraft:cube,5
villageBlacksmith,1xitem.toughHelm@0,Tough Alloy Helmet,NuclearCraft:toughHelm,4
villageBlacksmith,1xitem.toughChest@0,Tough Alloy Chestplate,NuclearCraft:toughChest,2
villageBlacksmith,1xitem.toughLegs@0,Tough Alloy Leggings,NuclearCraft:toughLegs,2
villageBlacksmith,1xitem.toughBoots@0,Tough Alloy Boots,NuclearCraft:toughBoots,2
villageBlacksmith,1xitem.toughBow@0,Tough Alloy Bow,NuclearCraft:toughBow,2
villageBlacksmith,1xitem.UnknownDimlet@0,Unknown Dimlet,rftools:unknownDimlet,50
villageBlacksmith,1xitem.terrainEater@0,Terrain Eater,Ztones:terrainEater,1
villageBlacksmith,1xitem.minicharcoal@0,Mini Charcoal,Ztones:minicharcoal,2
villageBlacksmith,1xitem.minicoal@0,Mini Coal,Ztones:minicoal,2
villageBlacksmith,1xitem.itemAlloy@0,Electrical Steel,EnderIO:itemAlloy,20
villageBlacksmith,1xitem.itemAlloy@3,Redstone Alloy,EnderIO:itemAlloy,35
villageBlacksmith,1xitem.itemAlloy@6,Dark Steel,EnderIO:itemAlloy,35
villageBlacksmith,1xitem.itemAlloy@5,Pulsating Iron,EnderIO:itemAlloy,10
villageBlacksmith,1xitem.itemAlloy@2,Vibrant Alloy,EnderIO:itemAlloy,5
villageBlacksmith,1xitem.darkSteel_sword@0,The Ender,EnderIO:item.darkSteel_sword,5
villageBlacksmith,1xitem.darkSteel_boots@0,Dark Boots,EnderIO:item.darkSteel_boots,5
villageBlacksmith,1xitem.ImmersiveEngineering.blueprint@2,Engineer's Blueprint,ImmersiveEngineering:blueprint,2
villageBlacksmith,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
villageBlacksmith,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
villageBlacksmith,1xitem.wineGrapes@0,Wine Grapes,psychedelicraft:wineGrapes,10
villageBlacksmith,1xitem.juniperBerries@0,Juniper Berries,psychedelicraft:juniperBerries,10
villageBlacksmith,1xitem.woodenMug@0,Wooden Mug,psychedelicraft:woodenMug,5
villageBlacksmith,1xitem.cigarette@0,Cigarette,psychedelicraft:cigarette,1
villageBlacksmith,1xitem.cigar@0,Cigar,psychedelicraft:cigar,1
villageBlacksmith,1xitem.joint@0,Joint,psychedelicraft:joint,1
villageBlacksmith,1xitem.woodenMug@0,Wooden Mug of Cold Coffee,psychedelicraft:woodenMug,1
villageBlacksmith,1xitem.stoneCup@0,Cup,psychedelicraft:stone_cup,1
villageBlacksmith,1xitem.syringe@0,Syringe,psychedelicraft:syringe,1
villageBlacksmith,1xitem.syringe@0,Syringe,psychedelicraft:syringe,1
villageBlacksmith,1xitem.hashMuffin@0,Hash Muffin,psychedelicraft:hashMuffin,1
villageBlacksmith,1xitem.weaponcase@0,Weapon Case: First Edition,weaponcaseloot:item.weaponcase,3
villageBlacksmith,1xitem.weaponcase@1,Weapon Case: Second Edition,weaponcaseloot:item.weaponcase,3
villageBlacksmith,1xitem.weaponcase@2,Weapon Case: Bows,weaponcaseloot:item.weaponcase,3
villageBlacksmith,1xitem.weaponcase@3,Weapon Case: Baubles Rings,weaponcaseloot:item.weaponcase,3
villageBlacksmith,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,10
villageBlacksmith,1xitem.phialExtra@0,Phial of Enchanter's Concentrate,Automagy:phialExtra,3
villageBlacksmith,1xitem.WG_Material@8,Gemcutter's Tools,WitchingGadgets:item.WG_Material,8
villageBlacksmith,1xitem.iguana.tcon.wearable@0,Holey Bucket,IguanaTweaksTConstruct:wearableBucket,1
villageBlacksmith,1xgt.metaitem.01@32765,Mc Guffium 239,gregtech:gt.metaitem.01,1
villageBlacksmith,1xgt.metaitem.01@2030,Chrome Dust,gregtech:gt.metaitem.01,6
villageBlacksmith,1xgt.metaitem.01@2067,Neodymium Dust,gregtech:gt.metaitem.01,6
villageBlacksmith,1xgt.metaitem.01@11031,Manganese Ingot,gregtech:gt.metaitem.01,12
villageBlacksmith,1xitem.ImmersiveEngineering.metal@7,Steel Ingot,ImmersiveEngineering:metal,12
villageBlacksmith,1xgt.metaitem.01@11300,Bronze Ingot,gregtech:gt.metaitem.01,12
villageBlacksmith,1xgt.metaitem.01@11301,Brass Ingot,gregtech:gt.metaitem.01,12
villageBlacksmith,1xgt.metaitem.01@11335,Damascus Steel Ingot,gregtech:gt.metaitem.01,1
